License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location,License Group,Area,Major City
1045819,FARM WINERY,302,FW,New York City,1,SUFFOLK,WOLFFER ESTATE VINEYARD INC,WOLFFER ESTATE VINEYARD,139 SAGG RD,,SAGAPONACK,NY,11962,844666,4/13/1992,4/1/2013,3/31/2016,40.94457831,-72.27877567,"(40.94457831, -72.27877567)",Winery,NYC,All Others
2142176,FARM WINERY,302,FW,Albany,2,MONTGOMERY,KENNETH M SCHICK,HUMMINGBIRD HILLS WINERY,1442  BURTONVILLE RD,,FULTONVILLE,NY,12072,845481,4/24/2009,4/1/2013,3/31/2016,42.8154033,-74.3061442,"(0.0, 0.0)",Winery,Upstate,All Others
3150285,FARM WINERY,302,FW,Buffalo,3,NIAGARA,MIDNIGHT RUN WINE CELLARS LLC,MIDNIGHT RUN WINE CELLARS,3301 BRALEY RD,,RANSOMVILLE,NY,14131,846971,8/25/2011,8/1/2013,7/31/2016,43.26414734,-78.86514688,"(43.26414734, -78.86514688)",Winery,Western,All Others
2145408,FARM WINERY,302,FW,Albany,2,ALBANY,ALTAMONT VINEYARD & WINERY LLC,ALTAMONT VINEYARD & WINERY,3001 FURBECK RD,SCHOHARIE TPKE & SETTLES HILL,ALTAMONT,NY,12009,846178,5/15/2009,5/1/2013,4/30/2016,42.74029275,-74.08018934,"(42.74029275, -74.08018934)",Winery,Upstate,Albany
2145754,FARM WINERY,302,FW,Albany,2,WASHINGTON,SPIRIT EARTH ORGANICS INC,AMORICI VINEYARD,637 COLONEL BURCH RD,,VALLEY FALLS,NY,12185,845523,4/1/2009,4/1/2013,3/31/2016,42.94997918,-73.53093698,"(42.94997918, -73.53093698)",Winery,Upstate,All Others
2147758,FARM WINERY,302,FW,Albany,2,DELAWARE,RUSSELL BETZ,BLUE SKY FARM,779 CHARCOAL ROAD,OFF FROM ROUTE 23,STAMFORD,NY,12167,846716,6/22/2009,6/1/2013,5/31/2016,42.39593853,-74.56324757,"(42.39593853, -74.56324757)",Winery,Upstate,All Others
2148126,FARM WINERY,302,FW,Albany,2,LEWIS,NORTH COUNTRY LANDSCAPING & NURSERY INC,TUG HILL VINEYARDS,4051 YANCEY ROAD,STATE RT 12 & PORTER RD,LOWVILLE,NY,13367,851649,9/18/2009,9/6/2013,8/31/2016,43.81974097,-75.57570857,"(43.81974097, -75.57570857)",Winery,Upstate,All Others
3150325,FARM WINERY,302,FW,Buffalo,3,YATES,MONELLO LLC,MONELLO,701 STATE ROUTE 14,,PENN YAN,NY,14527,852615,10/28/2011,10/15/2013,9/30/2016,42.73109527,-76.9714795,"(42.73109527, -76.9714795)",Winery,Western,All Others
1120973,FARM WINERY,302,FW,New York City,1,SUFFOLK,DILIBERTO WINERY LLC,DILIBERTO WINERY,260 MANOR LANE,,JAMESPORT,NY,11947,844656,2/21/2002,2/19/2013,1/31/2016,40.95744188,-72.58584208,"(40.95744188, -72.58584208)",Winery,NYC,All Others
2150593,FARM WINERY,302,FW,Albany,2,CLINTON,MARY G FORTIN & GILLES M FORTIN,AMAZING GRACE VINEYARD & WINERY,9839 ROUTE 9,,CHAZY,NY,12921,845069,3/11/2010,3/5/2013,2/29/2016,44.90176411,-73.43645813,"(44.90176411, -73.43645813)",Winery,Upstate,All Others
2152472,FARM WINERY,302,FW,Albany,2,WASHINGTON,NATURAL SELECTION FARM LLC,NATURAL SELECTION FARM,85 DARWIN RD,CO RT 60 & CO RT 74,CAMBRIDGE,NY,12816,844927,3/11/2010,3/1/2013,2/29/2016,43.00461068,-73.46253465,"(43.00461068, -73.46253465)",Winery,Upstate,All Others
2152609,FARM WINERY,302,FW,Albany,2,CLINTON,E L F PROPERTY MANAGEMENT LLC,ELFS FARM & ADIRONDACK CIDER CO,7411 STATE ROUTE 9,MOFFITT RD & HOBBS RD,PLATTSBURGH,NY,12901,817242,8/9/2010,6/10/2014,7/31/2016,44.74334204,-73.42475187,"(44.74334204, -73.42475187)",Winery,Upstate,All Others
2153285,FARM WINERY,302,FW,Albany,2,ORANGE,WARWICK VALLEY WINE CO INC,WARWICK VALLEY WINE,371 GLENWOOD RD,RT 1 & NEWPORT BRIDGE RD,PINE ISLAND,NY,10969,845059,3/31/2010,3/5/2013,2/29/2016,41.28278378,-74.47663047,"(41.28278378, -74.47663047)",Winery,NYC,All Others
2153476,FARM WINERY,302,FW,Albany,2,ULSTER,RAPHAEL LYON,ENLIGHTENMENT WINES,67 BARCLAY ROAD,,CLINTONDALE,NY,12515,845817,6/17/2010,6/1/2013,5/31/2016,41.66647856,-74.07103983,"(41.66647856, -74.07103983)",Winery,Upstate,All Others
2155739,FARM WINERY,302,FW,Albany,2,CHENANGO,CAMERON CATES,CAMERON CATES ESTATE,290 HUMPHREY ROAD,,SOUTH BERLIN,NY,138432228,851517,9/3/2010,9/1/2013,8/31/2016,42.57999163,-75.42206169,"(42.57999163, -75.42206169)",Winery,Upstate,All Others
2156512,FARM WINERY,302,FW,Albany,2,CAYUGA,JOHN C IZZO,IZZOS WHITE BARN WINERY,6634 CAYUGA ROAD,RT 20 TO NORTH & GENESEE TO SO,CAYUGA,NY,13034,845602,4/14/2010,4/1/2013,3/31/2016,42.93857212,-76.70584455,"(42.93857212, -76.70584455)",Winery,Western,All Others
1134900,FARM WINERY,302,FW,New York City,1,SUFFOLK,LE CLOS THERESE LP,LE CLOS THERESE,UNION AVENUE,ROUTE 105 & MAIN ROAD,AQUEBOGUE,NY,11931,846077,4/11/2003,4/18/2013,3/31/2016,40.939635,-72.641782,,Winery,NYC,All Others
2160419,FARM WINERY,302,FW,Albany,2,ULSTER,TUTHILLTOWN SPIRITS LLC,TUTHILLTOWN SPIRITS,14 GRISTMILL LANE,TUTHILLTOWN RD/ALBANY POST RD,GARDINER,NY,12525,850784,8/2/2010,8/1/2013,7/31/2016,41.68762751,-74.17506834,"(41.68762751, -74.17506834)",Winery,Upstate,All Others
1045802,FARM WINERY,302,FW,New York City,1,SUFFOLK,PELLEGRINI VINEYARDS LLC,PELLEGRINI VINEYARDS,23005 MAIN ROAD,,CUTCHOGUE,NY,11935,850646,,8/1/2013,7/31/2016,41.00157313,-72.49993778,"(41.00157313, -72.49993778)",Winery,NYC,All Others
2160788,FARM WINERY,302,FW,Albany,2,OTSEGO,BENNETT WINE COMPANY LLC,RUSTIC RIDGE WINERY,2805 STATE HWY 80,,BURLINGTON FLATS,NY,13315,851017,9/30/2010,9/1/2013,8/31/2016,42.72039207,-75.15935897,"(42.72039207, -75.15935897)",Winery,Upstate,All Others
2162299,FARM WINERY,302,FW,Albany,2,ORANGE,FRANCIS J GRAESSLE AND KAREN M GRAESSLE,CLEARVIEW VINEYARD,35 CLEARVIEW LN,,WARWICK,NY,10990,853019,11/4/2010,11/4/2013,10/31/2016,41.3021545,-74.34624336,"(41.3021545, -74.34624336)",Winery,NYC,All Others
3153380,FARM WINERY,302,FW,Buffalo,3,CHAUTAUQUA,ROBERT MAZZA INC,MAZZA CHAUTAUQUA CELLARS,8398 W RTE 20,,WESTFIELD,NY,14787,816327,7/24/2013,7/24/2013,6/30/2016,42.30823259,-79.60389676,"(42.30823259, -79.60389676)",Winery,Western,All Others
2162817,FARM WINERY,302,FW,Albany,2,CLINTON,CHARLES RICHARD LAMOY,HID-IN-PINES VINEYARD,456 SOPER STREET,FLAT ROCK RD & STALEY RD,MORRISONVILLE,NY,12962,844267,2/17/2011,2/5/2013,1/31/2016,44.67253815,-73.58833072,"(44.67253815, -73.58833072)",Winery,Upstate,All Others
2163717,FARM WINERY,302,FW,Albany,2,HERKIMER,DOMHNALL VINEYARDS & WINERY LLC,DOMHNALL VINEYARDS & WINERY,531 SHELLS BUSH RD,,HERKIMER,NY,13350,857808,12/10/2010,12/16/2013,11/30/2016,43.05854026,-74.96150577,"(43.05854026, -74.96150577)",Winery,Upstate,All Others
2168934,FARM WINERY,302,FW,Albany,2,CAYUGA,ROBERT RAMOND WINTAMUTE & KATHYANN WINTAMUTE,THE APPLE STATION WINERY,5279 CROSS ROAD,,CAYUGA,NY,13034,847484,8/23/2011,6/6/2013,7/31/2016,42.87329271,-76.68317024,"(42.87329271, -76.68317024)",Winery,Western,All Others
1244190,FARM WINERY,302,FW,New York City,1,SUFFOLK,EAST FARM LLC,HARMONY VINEYARDS,38355 ROUTE 25,SKUNK LANE,PECONIC,NY,11958,851137,10/13/2011,10/1/2013,9/30/2016,41.03280669,-72.46419786,"(41.03280669, -72.46419786)",Winery,NYC,All Others
2169478,FARM WINERY,302,FW,Albany,2,JEFFERSON,VENDITTI VINEYARDS INC,VENDITTI VINEYARDS,42780 NEW CONNECTICUT RD,MOSKULLUNGE LAKE ROD & ROSSIE,ANTWERP,NY,13608,851300,9/29/2011,9/1/2013,8/31/2016,44.28625331,-75.68036407,"(44.28625331, -75.68036407)",Winery,Upstate,All Others
2169839,FARM WINERY,302,FW,Albany,2,SCHENECTADY,DOMENIC CAPOCCIA,CAPOCCIA VINEYARDS & WINERY,2820 BALLTOWN RD,,NISKAYUNA,NY,12309,851245,4/27/2012,8/14/2013,3/31/2016,42.84756591,-73.88982943,"(42.84756591, -73.88982943)",Winery,Upstate,Albany
2171195,FARM WINERY,302,FW,Albany,2,MADISON,CRITZ FARMS INC,HARVEST MOON CIDERY,3232 RIPPLETON RD,,CAZENOVIA,NY,13035,849741,8/1/2011,8/1/2013,7/31/2016,42.88236481,-75.87478701,"(42.88236481, -75.87478701)",Winery,Upstate,All Others
2171856,FARM WINERY,302,FW,Albany,2,CLINTON,COLIN READ & NATALIE PECK,NORTH STAR VINEYARD,1383 NORTH STAR RD,,MOOERS,NY,12958,851323,9/20/2011,9/1/2013,8/31/2016,44.97391497,-73.62827766,"(44.97391497, -73.62827766)",Winery,Upstate,All Others
2176928,FARM WINERY,302,FW,Albany,2,ROCKLAND,TORNE VALLEY VINEYARDS LLC,TORNE VALLEY VINEYARDS,3 TORNE BROOK RD,,HILLBURN,NY,10931,851168,8/23/2012,8/9/2013,7/31/2016,41.14063801,-74.16588414,"(41.14063801, -74.16588414)",Winery,NYC,All Others
3153320,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,S BRONSTEIN ESTATES LLC,BARNSTORMER WINERY,4184 RTE 14,,ROCK STREAM,NY,14878,815752,6/20/2013,6/20/2013,5/31/2016,42.43467294,-76.90726842,"(42.43467294, -76.90726842)",Winery,Western,All Others
2179249,FARM WINERY,302,FW,Albany,2,ULSTER,LEONARDO F BUSCIGLIO,WOODSTOCK WINERY,395 WITTENBERG RD,,BEARSVILLE,NY,12409,842989,1/19/2012,1/1/2013,12/31/2015,42.02602032,-74.19275068,"(42.02602032, -74.19275068)",Winery,Upstate,All Others
2180047,FARM WINERY,302,FW,Albany,2,SULLIVAN,ANDREW CROWN BRENNAN,THE CIDERY,2251 STATE ROUTE 209,,WURTSBORO,NY,12790,857695,12/28/2011,12/6/2013,11/30/2016,41.53299976,-74.5386392,"(41.53299976, -74.5386392)",Winery,Upstate,All Others
3153246,FARM WINERY,302,FW,Buffalo,3,YATES,VINEYARD VIEW WINERY LLC,VINEYARD VIEW WINERY,2939 WILLIAMS HILL RD,,KEUKA PARK,NY,14478,816628,11/6/2013,11/6/2013,10/31/2016,42.62327888,-77.10082872,"(42.62327888, -77.10082872)",Winery,Western,All Others
3150620,FARM WINERY,302,FW,Buffalo,3,CHAUTAUQUA,OLDE CHAUTAUQUA VINEYARDS LLC,TWENTYONE BRIX WINERY,6654 W MAIN RD,,PORTLAND,NY,14769,844345,3/9/2012,3/1/2013,2/29/2016,42.36901049,-79.49021924,"(42.36901049, -79.49021924)",Winery,Western,All Others
2183299,FARM WINERY,302,FW,Albany,2,SCHENECTADY,HELDERBERG MEADWORKS LLC,HELDERBERG MEADWORKS,990 W DUANE LAKE RD,,DUANESBURG,NY,12056,845227,4/10/2012,4/1/2013,3/31/2016,42.74608541,-74.11592039,"(42.74608541, -74.11592039)",Winery,Upstate,Albany
2183767,FARM WINERY,302,FW,Albany,2,ULSTER,KETTLEBOROUGH CIDER HOUSE LLC,KETTLEBOROUGH CIDER HOUSE,277 STATE ROUTE 208,,NEW PALTZ,NY,12561,849572,5/11/2012,6/11/2013,4/30/2016,41.714467,-74.11107939,"(41.714467, -74.11107939)",Winery,Upstate,All Others
1139646,FARM WINERY,302,FW,New York City,1,SUFFOLK,THE ROANOKE VINEYARDS INC,ROANOKE VINEYARDS,3543 SOUND AVENUE,ROANOKE AVE DOCTOR PATH,RIVERHEAD,NY,11901,845810,10/16/2003,4/5/2013,9/30/2015,40.96837686,-72.69668729,"(40.96837686, -72.69668729)",Winery,NYC,All Others
2183953,FARM WINERY,302,FW,Albany,2,JEFFERSON,"CAPE WINERY LLC, THE",THE CAPE WINERY,2066 DEERLICK RD,,CAPE VINCENT,NY,13618,850731,8/7/2012,8/1/2013,7/31/2016,44.1050488,-76.32817679,"(44.1050488, -76.32817679)",Winery,Upstate,All Others
2184139,FARM WINERY,302,FW,Albany,2,WASHINGTON,OLIVA VINEYARDS LLC,OLIVA VINEYARDS,2074 RTE 4,,FORT EDWARD,NY,12828,852970,9/5/2012,10/31/2013,8/31/2016,43.22883822,-73.5851217,"(43.22883822, -73.5851217)",Winery,Upstate,All Others
2184260,FARM WINERY,302,FW,Albany,2,ULSTER,MID ESOPUS BEVERAGE COMPANY LLC,SHIER WINERY,439 FLOYD ACKERT RD,,WEST PARK,NY,12493,851077,7/13/2012,8/5/2013,6/30/2016,41.81026212,-73.98479692,"(41.81026212, -73.98479692)",Winery,Upstate,All Others
2184290,FARM WINERY,302,FW,Albany,2,ONONDAGA,LOA MAR GROUP LLC,MONTFREDY BROOK,3472 AMBER RD,,SYRACUSE,NY,13215,851096,9/20/2012,9/1/2013,8/31/2016,42.94422926,-76.27584993,"(42.94422926, -76.27584993)",Winery,Upstate,Syracuse
2184329,FARM WINERY,302,FW,Albany,2,ONONDAGA,GREENWOOD WINERY LLC,GREENWOOD WINERY & BISTRO,6475 COLLAMER RD,,EAST SYRACUSE,NY,13057,851679,10/26/2012,10/1/2013,9/30/2016,43.10152932,-76.07301559,"(43.10152932, -76.07301559)",Winery,Upstate,Syracuse
1141810,FARM WINERY,302,FW,New York City,1,SUFFOLK,SHINN WINERY LLC,SHINN ESTATE VINEYARDS,2000 OREGON RD,,MATTITUCK,NY,11952,842447,1/5/2004,1/1/2013,12/31/2015,41.01538941,-72.53208971,"(41.01538941, -72.53208971)",Winery,NYC,All Others
1045818,FARM WINERY,302,FW,New York City,1,SUFFOLK,J PETROCELLI WINE CELLARS LLC,RAPHAEL,39390 ROUTE 25,ROUTE 25 & MAIN RD,PECONIC,NY,11958,844162,3/18/1999,3/1/2013,2/29/2016,41.03472573,-72.4607134,"(41.03472573, -72.4607134)",Winery,NYC,All Others
3150748,FARM WINERY,302,FW,Buffalo,3,NIAGARA,LONG CLIFF VINEYARD & WINERY INC,LONG CLIFF VINEYARD & WINERY,3617 LOWER MTN RD,ROUTE 425 & BAER ROAD,SANBORN,NY,14132,853138,12/28/2011,12/1/2013,11/30/2016,43.17664061,-78.84656426,"(43.17664061, -78.84656426)",Winery,Western,All Others
2186624,FARM WINERY,302,FW,Albany,2,ST LAWRENCE,BELLA-BROOKE VINEYARD LLC,BELLA-BROOKE VINEYARD,2989 CR 6,,HAMMOND,NY,13646,816137,4/16/2013,4/16/2013,3/31/2016,44.51024909,-75.61584871,"(44.51024909, -75.61584871)",Winery,Upstate,All Others
1274885,FARM WINERY,302,FW,New York City,1,SUFFOLK,BROOKLYN WINERY LLC,BROOKLYN WINERY,35 COX NECK RD,,MATTITUCK,NY,11952,816893,3/6/2014,3/6/2014,2/28/2017,40.98857499,-72.55385008,"(40.98857499, -72.55385008)",Winery,NYC,All Others
2186913,FARM WINERY,302,FW,Albany,2,WASHINGTON,VICTORY VIEW VINEYARD LLC,VICTORY VIEW VINEYARD,11975 STATE RTE 40,,SCHAGHTICOKE,NY,12154,852366,10/23/2012,10/2/2013,9/30/2016,43.00660858,-73.54858401,"(43.00660858, -73.54858401)",Winery,Upstate,All Others
1045817,FARM WINERY,302,FW,New York City,1,SUFFOLK,DORSET FARMS INC,THE LENZ WINERY,38355 ROUTE 25,,PECONIC,NY,11958,857557,12/5/1988,12/1/2013,11/30/2016,41.03277641,-72.46413741,"(41.03277641, -72.46413741)",Winery,NYC,All Others
1148247,FARM WINERY,302,FW,New York City,1,SUFFOLK,R & J BLUM ESTATE VINEYARDS INC,ACKERLY POND VINEYARDS,1375 PECONIC LN,SOUND AVENUE,PECONIC,NY,11958,845790,6/14/2004,6/1/2013,5/31/2016,41.04410813,-72.45823014,"(41.04410813, -72.45823014)",Winery,NYC,All Others
3150825,FARM WINERY,302,FW,Buffalo,3,YATES,TODD W EICHAS & DANI A EICHAS,NEW VINES BED & BREAKFAST,1138 TRAVIS RD,,PENN YAN,NY,14527,852977,11/29/2011,11/1/2013,10/31/2016,42.71526846,-76.98578154,"(42.71526846, -76.98578154)",Winery,Western,All Others
3151043,FARM WINERY,302,FW,Buffalo,3,STEUBEN,RED WILLOW VENTURES LLC,LIME BERRY,10014 DAY RD,,HAMMONDSPORT,NY,14840,842667,1/24/2012,1/1/2013,12/31/2015,42.48314104,-77.13627626,"(42.48314104, -77.13627626)",Winery,Western,All Others
1273977,FARM WINERY,302,FW,New York City,1,SUFFOLK,SOUTHOLD FARM AND CELLAR INC,SOUTHOLD FARM AND CELLAR,860 OLD NORTH RD,,SOUTHOLD,NY,11971,834315,2/20/2014,2/20/2014,1/31/2017,41.07488501,-72.43682449,"(41.07488501, -72.43682449)",Winery,NYC,All Others
1045814,FARM WINERY,302,FW,New York City,1,SUFFOLK,MARTHA CLARA VINEYARDS LLC,MARTHA CLARA VINEYARDS,6149 SOUND AVENUE,,RIVERHEAD,NY,11901,847331,6/20/2001,8/1/2013,7/31/2016,40.98404569,-72.5852189,"(40.98404569, -72.5852189)",Winery,NYC,All Others
2188557,FARM WINERY,302,FW,Albany,2,SARATOGA,RICHARD F GREEN,BALLSTON LAKE APIARIES,177 ASHDOWN RD,,BALLSTON LAKE,NY,12019,816576,10/18/2013,10/18/2013,9/30/2016,42.9041626,-73.86559872,"(42.9041626, -73.86559872)",Winery,Upstate,All Others
1045813,FARM WINERY,302,FW,New York City,1,SUFFOLK,MACARI VINEYARDS & WINERY LTD,MACARI VINEYARDS & WINERY,150 BERGEN AVENUE,,MATTITUCK,NY,11952,851084,8/27/1996,9/1/2013,8/31/2016,40.98644361,-72.56979277,"(40.98644361, -72.56979277)",Winery,NYC,All Others
2189428,FARM WINERY,302,FW,Albany,2,ORANGE,ORCHARD HILL CIDER MILL LLC,ORCHARD HILL CIDER MILL,29 SOONS CIR,,NEW HAMPTON,NY,10958,816385,8/21/2013,8/21/2013,7/31/2016,41.40272578,-74.40327562,"(41.40272578, -74.40327562)",Winery,NYC,All Others
3151259,FARM WINERY,302,FW,Buffalo,3,YATES,FORKING PATHS VINEYARDS INC,RAVINES WINE CELLARS,400 BARRACKS RD,,GENEVA,NY,14456,845065,4/20/2012,3/5/2013,2/29/2016,42.57644198,-76.92979025,"(42.57644198, -76.92979025)",Winery,Western,All Others
2189615,FARM WINERY,302,FW,Albany,2,ULSTER,ROBIBERO FAMILY VINEYARDS LLC,ROBIBERO FAMILY VINEYARDS,714 ALBANY POST RD,TALL PINES RD & FOXWOOD RD,GARDINER,NY,12561,816183,5/17/2013,5/17/2013,4/30/2016,41.71350205,-74.16044978,"(41.71350205, -74.16044978)",Winery,Upstate,All Others
2189666,FARM WINERY,302,FW,Albany,2,CLINTON,VESCO RIDGE VINEYARDS LLC,VESCO RIDGE VINEYARDS,167 STRATTON HILL RD,,WEST CHAZY,NY,12992,816158,5/2/2013,5/2/2013,4/30/2016,44.8172525,-73.44193152,"(44.8172525, -73.44193152)",Winery,Upstate,All Others
2189884,FARM WINERY,302,FW,Albany,2,ULSTER,BRUNEL & RAFAEL INC,BRUNEL & RAFAEL,180 SOUTH ST,,MARLBORO,NY,12452,816619,11/4/2013,11/4/2013,10/31/2016,41.59930591,-74.00204356,"(41.59930591, -74.00204356)",Winery,Upstate,All Others
1271725,FARM WINERY,302,FW,New York City,1,WESTCHESTER,BROTHERS COVINO LLC,BROTHERS COVINO,130 HARDSCRABBLE RD,,NORTH SALEM,NY,10560,827969,11/20/2013,11/20/2013,10/31/2016,41.34954914,-73.634717,"(41.34954914, -73.634717)",Winery,NYC,NYC
2190209,FARM WINERY,302,FW,Albany,2,SARATOGA,LEDGE ROCK HILL WINERY LLC,LEDGE ROCK HILL WINERY,41 STEWART DAM RD,,CORINTH,NY,12822,816657,11/18/2013,11/18/2013,10/31/2016,43.26981909,-73.8906716,"(43.26981909, -73.8906716)",Winery,Upstate,All Others
1151261,FARM WINERY,302,FW,New York City,1,SUFFOLK,JASON'S VINEYARD'S INC,JASON'S VINEYARD'S,1785 MAIN ROAD,HERRICKS ROAD,JAMESPORT,NY,11947,853064,12/24/2004,11/5/2013,11/30/2016,42.52546526,-79.17403163,"(42.52546526, -79.17403163)",Winery,NYC,All Others
1271675,FARM WINERY,302,FW,New York City,1,SUFFOLK,INFLUENCE WINES LLC,INFLUENCE WINES,35 COX NECK RD,,MATTITUCK,NY,11952,833542,10/7/2013,10/7/2013,9/30/2016,40.98857499,-72.55385008,"(40.98857499, -72.55385008)",Winery,NYC,All Others
2190820,FARM WINERY,302,FW,Albany,2,MADISON,OWERA VINEYARDS LLC,OWERA VINEYARDS,5276 E LAKE RD,,CAZENOVIA,NY,13035,816552,10/8/2013,10/8/2013,9/30/2016,42.9775311,-75.87994607,"(42.9775311, -75.87994607)",Winery,Upstate,All Others
2191254,FARM WINERY,302,FW,Albany,2,ONEIDA,VINO VERONA LLC,VILLA VERONA VINEYARD,4914 STATE RTE 365,,VERONA,NY,13478,856191,12/1/2014,12/1/2014,11/30/2017,43.09981655,-75.61469167,"(43.09981655, -75.61469167)",Winery,Upstate,All Others
3151275,FARM WINERY,302,FW,Buffalo,3,SENECA,BET THE FARM INC,BET THE FARM,7953 FOOTES CORNERS RD,,INTERLAKEN,NY,14847,845625,4/5/2012,4/1/2013,3/31/2016,42.63919395,-76.72599076,"(42.63919395, -76.72599076)",Winery,Western,All Others
1265313,FARM WINERY,302,FW,New York City,1,SUFFOLK,JEMCO WINERY ASSOCIATES INC,KONTOKOSTA WINERY,825 NORTH RD,,GREENPORT,NY,11944,827971,5/29/2013,5/1/2014,4/30/2017,41.11500925,-72.36518108,"(41.11500925, -72.36518108)",Winery,NYC,All Others
1045812,FARM WINERY,302,FW,New York City,1,SUFFOLK,LAUREL LAKE VINEYARD LTD,LAUREL LAKE VINEYARD,3165 MAIN RD RT 25,,LAUREL,NY,11948,851374,,9/1/2013,8/31/2016,40.97187067,-72.55797495,"(40.97187067, -72.55797495)",Winery,NYC,All Others
1260831,FARM WINERY,302,FW,New York City,1,SUFFOLK,WOODSIDE ORCHARDS INC,WOODSIDE ORCHARDS,729 MAIN RD,,AQUEBOGUE,NY,11931,853493,12/27/2012,12/1/2013,11/30/2016,40.94708151,-72.61840824,"(40.94708151, -72.61840824)",Winery,NYC,All Others
1157486,FARM WINERY,302,FW,New York City,1,SUFFOLK,SCAROLA VINEYARDS INC,SCAROLA VINEYARDS,139 SAGG RD,MONTAUK HGWY & RAILROAD AVE,SAGAPONACK,NY,11962,845147,3/17/2006,3/11/2013,2/29/2016,40.94482211,-72.27886967,"(40.94482211, -72.27886967)",Winery,NYC,All Others
2193291,FARM WINERY,302,FW,Albany,2,OTSEGO,PAIL SHOP VINEYARDS LLC,PAIL SHOP VINEYARDS,124 GOOSE ST,,FLY CREEK,NY,13337,817037,4/29/2014,4/29/2014,3/31/2017,42.71768179,-74.97157985,"(42.71768179, -74.97157985)",Winery,Upstate,All Others
1045810,FARM WINERY,302,FW,New York City,1,SUFFOLK,NORTH HOUSE VINEYARDS INC,JAMESPORT VINEYARDS,MAIN ROAD ROUTE 25,,JAMESPORT,NY,11947,852531,11/8/1990,11/1/2013,10/31/2016,40.948683,-72.59709,,Winery,NYC,All Others
1258156,FARM WINERY,302,FW,New York City,1,SUFFOLK,ANTHONY NAPPA WINES LLC,ANTHONY NAPPA WINES,35 COX NECK RD,,MATTITUCK,NY,11952,843012,10/25/2011,2/1/2013,1/31/2016,40.98857499,-72.55385008,"(40.98857499, -72.55385008)",Winery,NYC,All Others
2193759,FARM WINERY,302,FW,Albany,2,ORANGE,CHRISTOPHER JACOBS WINERY AT PENNINGS VINEYARDS LL,CHRISTOPHER JACOBS WINERY AT PENNINGS VINEYARDS,320 CRAWFORD ST,,PINE BUSH,NY,12566,856580,6/5/2014,4/7/2015,5/31/2017,41.59897702,-74.35027259,"(41.59897702, -74.35027259)",Winery,NYC,All Others
1045804,FARM WINERY,302,FW,New York City,1,SUFFOLK,PUGLIESE VINEYARDS INC,PUGLIESE VINEYARDS,34876 MAIN RD,,CUTCHOGUE,NY,11935,851745,10/11/1988,10/1/2013,9/30/2016,41.02637685,-72.47261832,"(41.02637685, -72.47261832)",Winery,NYC,All Others
3151370,FARM WINERY,302,FW,Buffalo,3,SENECA,SHELDRAKE POINT VINEYARD LLC,SHELDRAKE POINT VINEYARD & WINERY,7448 COUNTY RD 153,,OVID,NY,14521,844207,3/30/2012,3/1/2013,2/29/2016,42.66377164,-76.70074879,"(42.66377164, -76.70074879)",Winery,Western,All Others
2194179,FARM WINERY,302,FW,Albany,2,COLUMBIA,DYLSON INC,HUDSON CHATHAM WINERY,1900 STATE RTE 66,,GHENT,NY,12075,816704,12/13/2013,12/13/2013,11/30/2016,42.31078257,-73.64109513,"(42.31078257, -73.64109513)",Winery,Upstate,All Others
1255082,FARM WINERY,302,FW,New York City,1,SUFFOLK,REILLY CELLARS LLC,REILLY CELLARS,37025 MAIN RD,,CUTCHOGUE,NY,11935,843066,1/10/2012,1/1/2013,12/31/2015,41.14985199,-72.25584391,"(41.14985199, -72.25584391)",Winery,NYC,All Others
2194576,FARM WINERY,302,FW,Albany,2,GREENE,WINDHAM VINEYARDS LLC,WINDHAM VINEYARDS AND WINERY,11 MOUNTAIN VIEW ESTATES RD,,ASHLAND,NY,12407,834232,1/30/2014,1/30/2014,12/31/2016,42.3357563,-74.30559,"(42.3357563, -74.30559)",Winery,Upstate,All Others
2194616,FARM WINERY,302,FW,Albany,2,FRANKLIN,MARICE BRIGHT & JERRY BRIGHT,BRIGHT STAR ENTERPRISE,419 STATE RTE 95,,MOIRA,NY,12957,816826,2/7/2014,2/7/2014,1/31/2017,44.84995656,-74.55894481,"(44.84995656, -74.55894481)",Winery,Upstate,All Others
1253114,FARM WINERY,302,FW,New York City,1,SUFFOLK,WHISPER VINEYARDS LLC,WHISPER VINEYARDS,"38355 MAIN ROAD, RTE 25",,PECONIC,NY,11958,852379,10/16/2012,10/3/2013,9/30/2016,41.03280669,-72.46419786,"(41.03280669, -72.46419786)",Winery,NYC,All Others
2194909,FARM WINERY,302,FW,Albany,2,ULSTER,YANKEE FOLLY LLC,YANKEE FOLLY CIDERY,69 YANKEE FOLLY RD,,NEW PALTZ,NY,12561,816848,2/19/2014,2/19/2014,1/31/2017,41.73012892,-74.15505161,"(41.73012892, -74.15505161)",Winery,Upstate,All Others
